dataset,question,model,distractor_count,distractor_type,prediction,EM,F1,latency_ms,recall@5,recall@10
squad,What does successful migration depend on for some waders?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,1,topical,The availability of certain key food resources at stopover points along the migration route.,0,0.6667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,1,hard_negative,The availability of certain key food resources at stopover points along the migration route.,0,0.6667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,1,paraphrased_contradiction,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route.",0,0.4667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,3,topical,The availability of certain key food resources at stopover points along the migration route.,0,0.6667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,3,hard_negative,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route.",0,0.4667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,3,paraphrased_contradiction,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route.",0,0.4667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,5,topical,The availability of certain key food resources at stopover points along the migration route.,0,0.6667,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,5,hard_negative,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route. This gives the migrants an opportunity to refuel for the next leg of the voyage.",0,0.3111,0,1,1
squad,What does successful migration depend on for some waders?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0976,0,1,1
squad,What does successful migration depend on for some waders?,llama31,5,paraphrased_contradiction,"For some species of waders, migration success depends on the availability of certain key food resources at stopover points along the migration route.",0,0.4667,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,0,none,"The 19th century, industrial manufacture greatly lowered its cost.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,1,topical,"The 19th century, industrial manufacture greatly lowered its cost.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,1,hard_negative,"The 19th century. It is mentioned that ""industrial manufacture greatly lowered its cost"" during this time.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,1,paraphrased_contradiction,"The 19th century, as industrial manufacture greatly increased its cost, hindering mass exchange of information and preventing significant cultural shifts.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,3,topical,"The 19th century, industrial manufacture greatly lowered its cost.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,3,hard_negative,"The 19th century. According to the context, the industrial manufacture of paper in the 19th century greatly lowered its cost, enabling mass exchange of information and contributing to significant cultural shifts.",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad, In which century did the process become less cheaper than before?,llama31,3,paraphrased_contradiction,"The 19th century, as industrial manufacture greatly increased its cost, hindering mass exchange of information and preventing significant cultural shifts.",0,0.0,0,1,1
